classe,filename,url,status,http_code,sha256,size_bytes,notes
bailleurs-europe,evn-kfw-trian-65m-2024-06.html,https://en.evn.com.vn/d/en-US/news/EVN-signs-65-million-loan-agreement-for-Tri-An-Hydropower-Plant-Expansion-Project-60-12-500802,fetched,200,a4b4bd27e2179fc9aafd5fe5346d460e43db11f1173ccb8de0361222c3736a46,71518,Fetched successfully.
bailleurs-europe,kfw-getfit-vietnam-14.5m.html,https://www.kfw-entwicklungsbank.de/ipfz/Projektdatenbank/Fazilit%C3%A4t-zur-F%C3%B6rderung-erneuerbarer-Energien---GET-FiT-Vietnam-32519.htm,fetched,200,545532394438f9dcbc99ef7978616e471d9c6bf669a7f5226dbcb5ba11428018,40867,"Fetched successfully. Official KfW project database entry, in German."
bailleurs-europe,ec-presscorner-teameurope-500m-2023.html,https://ec.europa.eu/commission/presscorner/detail/en/IP_23_5283,fetched,200,155d44d94b9ab40ca5058b6059bbe0de8b61acd0837264b8b8d5fa8280c62c1a,19385,"Fetched via curl (200); earlier WebFetch-tool attempt reportedly returned only page header, but raw curl HTML saved here contains full markup for later parsing."
bailleurs-europe,ec-intpa-jetp-vietnam-policy.html,https://international-partnerships.ec.europa.eu/policies/global-gateway/vietnam-just-energy-transition-partnership_en,fetched,200,0ca324abbdef477d41335559780d62585072fa10941eadd383ec39d6040f4e11,89972,Fetched successfully.
bailleurs-europe,eeas-jetp-progress-2025-07.html,https://www.eeas.europa.eu/jetp-vn-jul2025_en?s=184,fetched,200,c6c5c4ea5da37216b4f5604997669cd55fa91fa59b75249c3afb6eeab177071c,60092,Fetched successfully. Consolidated funding-by-institution table source.
bailleurs-europe,norway-ipg-join-2022-12.html,https://www.norway.no/en/vietnam/norway-vietnam/news/norway-joins-international-partners-group-to-support-vietnams-ambitious-climate-and-energy-goals/,fetched,200,37de256d572839350fd1aa4b85de3cffd4a0468df8615b40dd89be6b02795714,31075,Fetched successfully. Does not itself state the $250M Norfund pledge figure — that remains unverified per source notes.
bailleurs-europe,ens-dk-vietnam-energy-partnership.html,https://ens.dk/en/global-coorporation/energy-partnerships/vietnam,fetched,200,40355af7b692f352b6f978b671540804fe8e506c9e5cbda0f61cdd76023c7f92,55212,"Fetched successfully. No JETP-specific DKK/EUR amount on this page (technical-cooperation programme page, not a discrete grant page)."
bailleurs-europe,bmz-jetp-vietnam-factsheet.pdf,https://www.bmz.de/resource/blob/246478/factsheet-jetp-vietnam-en.pdf,fetched,200,645127a6b2e7aba0005b503b4ad5102a1e9a5a667c650d5fcf5c3b3de1ec8eba,371362,"Fetched successfully (previously only a search-snippet URL, unverified). Now confirmed to resolve as a real PDF."
bailleurs-europe,evn-cdp-bacai-loi.html,https://en.evn.com.vn/d/en-US/news/EVN-and-Italys-CDP-sign-letter-of-intent-on-Vietnams-first-pumped-storage-hydropower-project-60-12-500957,fetched,200,c378a51aa6f6fb616448a2d202dcbf22f61baceb7ca2488c3550bb76cb6b9492,71428,Fetched successfully. No official CDP (cdp.it) project page located for this operation (documented gap in source list).
bailleurs-autres,etm-adb-page-2026-08.html,https://www.adb.org/what-we-do/energy-transition-mechanism-etm,blocked,403,,,Bloqué après 2 tentatives (avec et sans header Accept-Language).
bailleurs-autres,etm-partnership-trust-fund-adb-2026-08.html,https://www.adb.org/what-we-do/funds/energy-transition-mechanism-partnership-trust-fund,blocked,403,,,Bloqué après 2 tentatives.
bailleurs-autres,adb-projects-viet-nam-index-2026-08.html,https://www.adb.org/projects/country/viet-nam,blocked,403,,,Bloqué après 2 tentatives.
bailleurs-autres,adb-55327-001-vinfast-loan.html,https://www.adb.org/projects/55327-001/main,blocked,403,,,Bloqué après 2 tentatives.
bailleurs-autres,adb-58382-001-bess-project.html,https://www.adb.org/projects/58382-001/main,blocked,403,,,Bloqué après 2 tentatives.
bailleurs-autres,adb-135m-electric-mobility-news.html,https://www.adb.org/news/adb-leads-135-million-climate-financing-package-support-electric-mobility-viet-nam,blocked,403,,,"Bloqué après 2 tentatives. Tout le domaine adb.org (5/5 URLs) a renvoyé 403 malgré User-Agent navigateur + header Accept-Language — blocage anti-bot systématique côté ADB, pas un problème d'URL individuelle."
bailleurs-autres,wb-vietnam-country-page-2026-08.html,https://www.worldbank.org/en/country/vietnam/overview,fetched,200,fd0ec711c40e0481392dac1b6c4d2b294214229b01e5ce3fd8b88237c472af47,64620,
bailleurs-autres,wb-dpf-tranche2-2023-06.html,https://www.worldbank.org/en/news/press-release/2023/06/29/world-bank-supports-vietnam-s-inclusive-and-sustainable-recovery,fetched,200,6ec6722855b2f686fbefc984504381718e2d15b2abd864f4dabfea2eda1b6119,25691,
bailleurs-autres,jica-gx-dpl-signing-2026-03.html,https://www.jica.go.jp/english/information/press/2025/20260331_11.html,fetched,200,3de57a0175aceb5b7e752712df6cd804ec79740fca72b0d7488c0894c11b1ac6,54222,
bailleurs-autres,jica-mof-seminar-2026-03-18.pdf,https://www.jica.go.jp/overseas/vietnam/information/press/2025/__icsFiles/afieldfile/2026/03/18/pressreleaseJICAMOFJointHighLevelSeminaronNewGenerationODA.pdf,fetched,200,e83e2987bf26f4c06b067e6ba75d5f5175e9fa86ae1c732200e6f7453b5207bb,50523,
bailleurs-autres,vir-japan-oda-320m-2026.html,https://vir.com.vn/vietnam-pushes-green-transition-with-japans-320-million-oda-support-148890.html,fetched,200,5ff174d3049c679325d023330dae07f98fa1798f4d3534ffe4bde771e1982ef3,122308,
bailleurs-autres,uk-eu-jetp-progress-2025-05.html,https://www.gov.uk/government/news/statement-uk-and-eu-welcome-viet-nam-jetp-progress,fetched,200,e1f0247f0d5060a1065ed624b2f30fc1361ee430462195c0991fc297a3dcd468,75904,
bailleurs-autres,bii-vpbank-50m.html,https://www.bii.co.uk/en/news-insight/news/british-international-investment-commits-50m-to-vpbank-supporting-vietnams-green-energy-transition/,blocked,403,,,Bloqué après 2 tentatives.
bailleurs-autres,gfanz-vietnam-working-group-2023.html,https://www.gfanzero.com/press/gfanz-establishes-working-group-to-support-capital-mobilization-for-the-vietnam-just-energy-transition-partnership/,fetched,200,9ae431a5cb33d84e87abf642949657aad65f63e8a03d74d582ef5bd0ea65603a,98561,"Échec 403 en 1ère tentative, réussi en 2e (header Accept-Language ajouté)."
bailleurs-autres,theinvestor-8-projects-2024-10.html,https://theinvestor.vn/155-bln-just-energy-transition-partnership-picks-8-projects-in-vietnam-not-yet-disburse-d14600.html,fetched,200,95cd42d24ee7f337b58078f67ebd7d70c317ca423a0c225af55a7656b5fd1415,159262,
bailleurs-autres,ccnews-us-withdraws-2025-03.html,https://www.climatechangenews.com/2025/03/07/us-withdraws-from-coal-to-clean-jetp-deals-for-developing-nations/,fetched,200,9f55c97666d9eb55f19f0b98769655e007a923a27db74bf6e63f957111f99eb9,145622,
bailleurs-autres,developmentaid-us-exit-2025-03.html,https://www.developmentaid.org/news-stream/post/192756/u-s-disrupts-clean-energy-deal,blocked,403,,,Bloqué après 2 tentatives.
bailleurs-autres,ustda-advances-clean-energy-vietnam.html,https://www.ustda.gov/ustda-advances-clean-energy-transition-in-vietnam/,fetched,200,ddb4577d82c3db9ff7a57ff8ebd50d95ca9d0e085602dfeeeea0d5f5e39111e9,87024,
bailleurs-autres,ustda-npt-smartgrid-2022-07.html,https://ustda.gov/ustda-expands-commitment-to-vietnams-power-sector-modernization/,fetched,200,0662e35f2b0ab4363ff9cc3010520aab59d02fc877d95cb9f524f5915e9dd9cb,87428,
national-operateur,evn-annual-report-2024-2025.pdf,https://en.evn.com.vn/userfile/files/2026/4/AnnualRepot2025_V23-20260408155435105.pdf,fetched,200,304153ae8bbf9b980f36ef474d187aef887a506b70c165de5f02f9bdacb00e26,4940283,"PDF, 19 pages, valid PDF v1.6. Note: a variant V21 (2026-01-08) also exists at www.evn.com.vn/userfile/User/tcdl/files/2026/1/AnnualRepot2025_V21-20260108144111697.pdf — not downloaded, out of the requested list."
national-operateur,evn-annual-report-2022-2023.html,https://en.evn.com.vn/d6/news/Annual-Report-2022-2023-6-13-4094.aspx,fetched,200,b61df87c12e43c3ec315916913f992b037c9c6155b225e582cd0718490810d85,57586,"HTML landing page, not the PDF itself (page contains a link to the PDF but the download PDF URL was not in the supplied list, so only the HTML page was fetched)."
national-operateur,evn-baocao-tongket-2023.pdf,https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf,fetched,200,6670e8916d60e8f2f2f18b93df61ea82c1534ffc22ca6dd3b694dc303051e631,456231,"PDF, 8 pages, valid PDF v1.3."
national-operateur,qd500-pdp8-2023-05.html,https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm,fetched,200,b33c47f207a89355bf4e02ed24a5c8c1d4f6f14bb1ce6bdd85be074376cc8abf,75266,Saved as gzip-compressed content per `file`; curl decoded transfer but content-encoding remained gzip in file bytes on disk — file is a valid gzip stream (server likely sent gzip without decompression by curl's -o path). Verify readability before citing; may need `zcat` to view or a re-fetch with --compressed.
national-operateur,qd768-pdp8-revised-2025-04.html,https://xaydungchinhsach.chinhphu.vn/quyet-dinh-768-qd-ttg-thu-tuong-chinh-phu-phe-duyet-dieu-chinh-quy-hoach-dien-viii-119250417074054718.htm,fetched,200,da0eac23cd8777e835e4a6e2404f1d38e7d687d2a1e2716594650686bf8b09d1,82799,Same gzip-encoded-on-disk note as qd500 — content-encoding not stripped; check with zcat before use.
national-operateur,qd262-pdp8-implementation-plan-2024-04.html,https://xaydungchinhsach.chinhphu.vn/toan-van-ke-hoach-thuc-hien-quy-hoach-dien-viii-119240401173827433.htm,fetched,200,dfcb639575a1865a2cf46382c06bee05e9f7a7fb8998a310e85324a359993ce5,151834,Same gzip-encoded-on-disk note — check with zcat before use.
national-operateur,1509-qd-bct-pdp8-implementation-revised.html,non localisée,skipped,,,,"No URL supplied in the source list (author flagged it as 'à retrouver'), so no fetch attempted — not fabricated."
national-operateur,qd1009-jetp-implementation-plan-2023-08.html,non localisée,skipped,,,,"No confirmed URL supplied in the source list, only an unverified MOIT article suggestion — no fetch attempted."
national-operateur,qd458-jetp-plan-update-2026-03.html,non localisée,skipped,,,,"No URL at all in the source list, reported only via an unindividualized aggregated WebSearch synthesis — no fetch attempted."
national-operateur,evn-announce-rmp-dubai-2023-12.html,https://en.baochinhphu.vn/viet-nam-announces-resource-mobilization-plan-to-implement-jetp-in-dubai-111231201204331317.htm,fetched,200,cffe2fd1dd0f9b2d1dd732d635934e362b1288eb8d684cc93d2280bd639d44df,73640,
national-operateur,jetp-portal-moit-2026-08.html,https://jetp.moit.gov.vn/,fetched,200,958fccb4f73ee5ab5a4a791ea065c3bf4200ec2bdb272fb20bf05801c4231be0,33136,"Static snapshot of a dynamic/live portal captured 2026-08-10; individual document sub-pages (RMP chapter, 24-project list) were not crawled — out of scope for this run."
national-operateur,moit-jetp-projects-2025-07.html,https://moit.gov.vn/tin-tuc/viet-nam-thuc-day-cac-du-an-chuyen-doi-nang-luong-cong-bang-trong-trien-khai-thuc-hien-tuyen-bo-jetp.html,fetched,200,6f701a776825c8c8659b8746043c0aabaae7c052f091764900c37620cf378b47,115641,`file` identifies this as JavaScript source rather than HTML — likely a JS-heavy or obfuscated page shell; open and confirm actual article text is present before relying on it as a primary source.
national-operateur,vungangii-unit2-comop-2026-04.html,https://www.vietnam.vn/en/chinh-thuc-van-hanh-thuong-mai-to-may-so-2-nhiet-dien-vung-ang-ii,fetched,200,9918206d98fe0d419005d272ce39c323edf54b579a134c2ce1446a294c0fecd8,529437,
national-operateur,vapco-overview.html,https://vapco.vn/en/gioi-thieu-cong-ty/overview/,fetched,200,98ffcae3e60fd4b982c8c1b4da765626067f1ed44551647c65a22bcf0d4a9b20,74124,"Company overview page; likely generic, not the specific commissioning-announcement page the source note asked to locate — content should be checked before citing as commissioning-date evidence."
national-operateur,jetp-rmp-full-document.pdf,non localisée avec certitude,skipped,,,,"No confirmed direct PDF URL was supplied in the source list for the full Resource Mobilization Plan document — author explicitly flagged this as unresolved (budget insufficient in prior run). No fetch attempted, no URL fabricated."
