country,legacy_table,legacy_event_id,legacy_source_id,legacy_locator,observation_id,current_line_id,current_line_locator,mismatch,legacy_source_retrieval_sha256,current_line_sha256
IDN,events,idn-approved-cefim-canada-2025,idn-jetp-progress-report-2025,Table 4.3-4 p.73,observation-idn-approved-cefim-canada-2025,idn-portfolio-cefim-portfolio-5,Project heading: Clean Energy Finance and Investment Mobilisation (CEFIM) Programme,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,2b7b8276963a8f069b5f358bdcba59a244c0b4f3ee6d69561d1fa9e628781501
IDN,events,idn-approved-cetp-canada-2025,idn-jetp-progress-report-2025,Table 4.3-4 p.73,observation-idn-approved-cetp-canada-2025,idn-portfolio-cetp-portfolio-6,Project heading: Clean Energy Transition Program (CETP),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,1c23d046d1018acaced6ffc865a1f6f0fa9b9bf44ba902cd74b59c333e132f05
IDN,events,idn-approved-enerkey-canada-2025,idn-jetp-progress-report-2025,Table 4.3-4 p.73,observation-idn-approved-enerkey-canada-2025,idn-portfolio-enerkey-portfolio-7,Project heading: EnerKey Project,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,7959c91414d0e2a9b684837c95ea90c51ca0f83b915c02e4113376168944ec0a
IDN,events,idn-approved-euicf-eu-2025,idn-jetp-progress-report-2025,Table 4.3-6 p.74,observation-idn-approved-euicf-eu-2025,idn-portfolio-euicf-portfolio-8,Project heading: EU-Indonesia Cooperation Facility,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,745ad9d8da149cbb1fdbc24a3754d57ca10f0d98a48b2f3e202e27649391dd3a
IDN,events,idn-approved-s4i-eu-2025,idn-jetp-progress-report-2025,Table 4.3-6 p.74,observation-idn-approved-s4i-eu-2025,idn-portfolio-s4i-portfolio-9,Project heading: Support for Infrastructure Investments in Indonesia (S4I) for the Establishment of Indonesia's Development Bank Project,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,0e9b8c5b5a12beb08a8badd0cd2a9f91342b6a5d8baf1537580ee50a247e51b0
IDN,events,idn-approved-sdg-one-eu-2025,idn-jetp-progress-report-2025,Table 4.3-6 p.74,observation-idn-approved-sdg-one-eu-2025,idn-portfolio-sdg-one-portfolio-10,Project heading: SDG Indonesia One,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,5e8254a2ea2b60ad5c94f272f09ff61ca82765d04a2d242dc87875121fdc11c6
IDN,events,idn-approved-ipdf-eu-2025,idn-jetp-progress-report-2025,Table 4.3-6 p.74,observation-idn-approved-ipdf-eu-2025,idn-portfolio-ipdf-portfolio-13,Project heading: Indonesia Policy Dialogue Fund (IPDF),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,5f633f8d8a8f3a36e2bebd56193772dfafce15d7f09f2fb780dac9b21a9586c6
IDN,events,idn-approved-efsd-eu-2025,idn-jetp-progress-report-2025,Table 4.3-6 p.74,observation-idn-approved-efsd-eu-2025,idn-portfolio-efsd-portfolio-14,Project heading: European Fund for Sustainable Development Plus (EFSD+) for energy project preparation,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,b106c4937b24ed53f30fdb131d2de8fccd2c600e3a3dcef3b5fcdc5b69b78b47
IDN,events,idn-approved-etmptf-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-etmptf-germany-2025,idn-portfolio-etmptf-portfolio-15,Project heading: Energy Transition Mechanism Partnership Trust Fund (ETMPTF),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,447f51f5111bdf21d628d823c482441898f97f7209d9b85140f93f28ac9b510e
IDN,events,idn-approved-seti-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-seti-germany-2025,idn-portfolio-seti-portfolio-16,Project heading: Sustainable Energy Transition in Indonesia (SETI),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,9d2d94808abc6771f413fe71e5943d54a880c5fc9ac9e3e970b237c9acd3a946
IDN,events,idn-approved-etap-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-etap-germany-2025,idn-portfolio-etap-portfolio-17,Project heading: Energy Transition Acceleration Programme (ETAP),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,fca089fa078399c9c35be0e4e175bafecbdc0f5a45ccb1efaf9f5145de6e73c3
IDN,events,idn-approved-iki-jet-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-iki-jet-germany-2025,idn-portfolio-iki-jet-portfolio-18,Project heading: Innovation Regions for A Just Energy Transition (IKI JET),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,85fb7a8c421204f61a6b73df8024be99cfe22c2c4d3d1ba4d9f2c6e64df3135c
IDN,events,idn-approved-low-carbon-buildings-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-low-carbon-buildings-germany-2025,idn-portfolio-low-carbon-buildings-portfolio-19,Project heading: Asia Low Carbon Building Transition,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,ba911394fd3c509f071ebeed46e994c7a739dbe00858ce59c37c47b1b25cf182
IDN,events,idn-approved-gesit-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-gesit-germany-2025,idn-portfolio-gesit-portfolio-20,Project heading: Green Jobs for Social Inclusion and Sustainable Transformation (GESIT),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,749ca75a13d63163ab73df1095aaafe8d43a68437d6c56ad25c7e84634cc6892
IDN,events,idn-approved-reep2-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-reep2-germany-2025,idn-portfolio-reep2-portfolio-21,"Project heading: 1,000 Islands – Renewable Energy for Electrification Programme Phase II (REEP2)",line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,8f757cb8c6f4ba4644cce8bbb069d2148923b3f5ca085aea5fc46f8cf7e6a0d7
IDN,events,idn-approved-case-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-case-germany-2025,idn-portfolio-case-portfolio-22,"Project heading: Clean, Affordable and Secure Energy for Southeast Asia (CASE)",line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,eda8ee68a22d24662b1a6a78c51395f6213b5ba2e0bfbb5f8511fc9c3278abd8
IDN,events,idn-approved-entri-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-entri-germany-2025,idn-portfolio-entri-portfolio-23,Project heading: Renewable Energy Mini-Grids Triangular Cooperation (ENTRI) Project,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,1da39c852a12ddd4bf4c285cf617db37eb30087de016b3992890019626898be8
IDN,events,idn-approved-explore-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-explore-germany-2025,idn-portfolio-explore-portfolio-24,Project heading: Strategic Exploration of Economic Mitigation Potentials through Renewables (ExploRE) Project,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,2e1dc8c230a373e44dabbcd0ac722762bbfb791ad6a79fd1482ea3502ab67a56
IDN,events,idn-approved-candi-umbul-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-candi-umbul-germany-2025,idn-portfolio-candi-umbul-portfolio-25,Project heading: Candi Umbul Geothermal Project,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,b36d596de0a904a9df6d2028e5dd7da500dfb29558c0cbe1122838a93a778a65
IDN,events,idn-approved-hydropower2-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-hydropower2-germany-2025,idn-portfolio-sustainable-hydropower-portfolio-26,Project heading: Accompanying Measure: Sustainable Hydropower,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,35fe8b85fa047cda401bc6c141cc40d4cb13d345a87263559c901c80975efc87
IDN,events,idn-approved-esia-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-esia-germany-2025,idn-portfolio-jetp-esia-portfolio-27,Project heading: Facilitating Financing for Indonesia’s Just Energy Transition Partnership - ESIA Study,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,00827c5c255c5fdb1ab6173dbda08550a083450bf0599131377a203c0d494ebc
IDN,events,idn-approved-perform-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-perform-germany-2025,idn-portfolio-perform-portfolio-28,Project heading: Performing Energy Transition through Fiscal Reform in Indonesia (PERFORM),line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,733edb413b208aa600f7a5d0124ae1afef3f84cff090073d2d3c045e2d6a8420
IDN,events,idn-approved-finance-facilitation-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-finance-facilitation-germany-2025,idn-portfolio-jetp-financing-portfolio-29,Project heading: Facilitating Financing for Indonesia’s Just Energy Transition Partnership,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,9ce5d3fe56e575ff5c40f161e535cbe61052ea0748ac1877de29f4433e75cff8
IDN,events,idn-approved-re2grid-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-re2grid-germany-2025,idn-portfolio-re2grid-portfolio-30,Project heading: RE2Grid,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,5148669a25307990a966d2b4a1f7f6d5d40a5b0004b2f31987479fafa3237af5
IDN,events,idn-approved-re2cool-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-re2cool-germany-2025,idn-portfolio-re2cool-portfolio-31,Project heading: RE2Cool,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,f2d1ee977fe2098714fabcb50d31d11250dc4b66591c33932aecddb789fdecc6
IDN,events,idn-approved-carbon-monetization-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-carbon-monetization-germany-2025,idn-portfolio-carbon-monetization-portfolio-32,Project heading: Carbon Monetization,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,392231da596fe6037ef9dc219a114698a8c9fb8a901b23cd3670ceb45e4cb1a7
IDN,events,idn-approved-energy-hub-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-energy-hub-germany-2025,idn-portfolio-energy-hub-portfolio-33,Project heading: Energy Hub,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,f1dd20e2bdd194a17227f3f67ce7f7a28a124d35d32c94cec54bdf1d493952e3
IDN,events,idn-approved-iki-flex-germany-2025,idn-jetp-progress-report-2025,Table 4.3-8 pp.74-75,observation-idn-approved-iki-flex-germany-2025,idn-portfolio-iki-flex-portfolio-34,Project heading: IKI-Flex JETP Support Package,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,1c923c0aa8b11c95cb764063c687d82524d53f4c798029f1ac3e104c9705ebc2
IDN,events,idn-approved-secretariat-japan-2025,idn-jetp-progress-report-2025,Table 4.3-10 p.75,observation-idn-approved-secretariat-japan-2025,idn-portfolio-secretariat-capacity-portfolio-35,Project heading: Institutional and Capacity Building Support for the Just Energy Transition Partnership Secretariat,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,63215d46f2ecab9ab410cd214aa1e722a23a3d81de8dfb14db8ae68c706b35fa
IDN,events,idn-approved-patuha2-japan-2025,idn-jetp-progress-report-2025,Table 4.3-10 p.75,observation-idn-approved-patuha2-japan-2025,idn-portfolio-patuha2-portfolio-36,Project heading: Grant for Patuha Unit-2 Geothermal Power Generation Project,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,6bfa7f6c8b0dd04ac0c67344d7fb722071787ba4efacd91764bb5a615e3acd33
IDN,events,idn-approved-mentari-policy-uk-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-mentari-policy-uk-2025,idn-portfolio-mentari-policy-portfolio-37,Project heading: MENTARI - Contributions to the JETP,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,da39eb10e001354c1e289d6e66a16c8f7e7f2b9f0e0b253c6f0155da68e3bf92
IDN,events,idn-approved-green-energy-transition-uk-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-green-energy-transition-uk-2025,idn-portfolio-green-energy-transition-portfolio-38,Project heading: Green Energy Transition Indonesia,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,721cb35a8ed94429e3c5b4c6ccf4bd622c2dd659a6823e18578ee846a4274164
IDN,events,idn-approved-uk-pact-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-uk-pact-2025,idn-portfolio-uk-pact-portfolio-39,Project heading: UK PACT Indonesia,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,7360825990bb99286bff2bf6c719bea2d211380d940e23b082916bef33a0dca6
IDN,events,idn-approved-jt-framework-uk-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-jt-framework-uk-2025,idn-portfolio-jt-framework-portfolio-40,Project heading: Operationalisation of the Just Transition Framework in JETP Indonesia: Phase 2,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,1e223e29c598ad8c28fb5f63ea2f23b5f30508c4d52b340d23823fbdb96aabed
IDN,events,idn-approved-mentari-vgf-uk-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-mentari-vgf-uk-2025,idn-portfolio-mentari-vgf-portfolio-41,Project heading: MENTARI - Viability Gap Fund,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,0dfe829ffedbcf09f644aa1d6a179e190f302a2d5ad33ca666dd22c0378387fb
IDN,events,idn-approved-growth-gateway-uk-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-growth-gateway-uk-2025,idn-portfolio-growth-gateway-portfolio-42,Project heading: Growth Gateway,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,76393f19e906fca4e783255b14efcaab84af2de52af5ec0b1e6ae01d8aca3eed
IDN,events,idn-approved-esmap-uk-2025,idn-jetp-progress-report-2025,Table 4.3-11 pp.75-76,observation-idn-approved-esmap-uk-2025,idn-portfolio-esmap-uk-portfolio-43,Project heading: Energy Sector Management Assistance Program,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,2e81b87d5b706704e96374b10ef31d493c53ff666a66e8daf33295cb45b027b5
IDN,events,idn-approved-smi-retirement-cif-2025,idn-jetp-progress-report-2025,Table 4.3-13 p.76,observation-idn-approved-smi-retirement-cif-2025,idn-portfolio-pt-smi-retirement-portfolio-44,Project heading: PT SMI Early Retirement Program,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,accb32a7b1f6384b55ba0d7c12243b7ad9ac23d8a178c485ababd559de012c5b
IDN,events,idn-approved-cfpp-repurposing-cif-2025,idn-jetp-progress-report-2025,Table 4.3-13 p.76,observation-idn-approved-cfpp-repurposing-cif-2025,idn-portfolio-cfpp-repurposing-portfolio-45,Project heading: Coal-Fired Power Plant Site Repurposing,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,a2cf03c30488fa88221fce491eb5a6d334d9f25faf9fc6b97e34b812142cbad6
IDN,events,idn-approved-jt-coal-regions-cif-2025,idn-jetp-progress-report-2025,Table 4.3-13 p.76,observation-idn-approved-jt-coal-regions-cif-2025,idn-portfolio-jt-coal-regions-portfolio-46,Project heading: Just Transition in Coal Regions,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,fa21515e1a50e5313a2bf63b2117aa9d3e95cd5dac657e6f6f08c5dcbb3c3047
IDN,events,idn-pipeline-aicet-kfw-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-aicet-kfw-2025,idn-adb-aicet-news-2025-claim-70,Approval: ADB approved USD 470m plus USD 30m in administered funds and a USD 3m grant; implementation is planned for 2026-2031,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,5714eaa6cac6eabc0544c61c0c151c26d898e63322a8da865485a2fd85c2bf7c
IDN,events,idn-pipeline-cirebon-adb-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-cirebon-adb-2025,idn-cipp-2023-cpr-mirror-coal-retirement-2,"Appendix 10.2, row 2",line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5
IDN,events,idn-pipeline-hululais-jica-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-hululais-jica-2025,idn-cipp-2023-cpr-mirror-geothermal-17,"Appendix 10.3, row 17",line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5
IDN,events,idn-pipeline-dediesel-west-private-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-dediesel-west-private-2025,idn-ibvogt-diesel-west-2023-claim-100,Western Cluster award: ib vogt reported award of 48 western projects totalling 60 MWp solar and 175 MWh storage,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,525fb5964dd1c049b0d1a8d5f6f1a99393c38bbff8f7827247bb554c989a800c
IDN,events,idn-pipeline-tanah-laut-private-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-tanah-laut-private-2025,idn-cipp-2023-cpr-mirror-wind-3,"Appendix 10.7, row 3",line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,747283facac512780ad757313c493d1080c39705824e72c4b231e87ecb4102b5
IDN,events,idn-pipeline-legok-nangka-private-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-legok-nangka-private-2025,idn-news-legok-groundbreaking-antara-2026-claim-91,Groundbreaking: ANTARA reported that construction commenced at the 29 July 2026 groundbreaking for a 40.79 MW facility with a 41-month construction period,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,6eeeb5f0aa5307757101dd41e33ccac6de1c049ebf88d92ddad2dcf511165c77
IDN,events,idn-pipeline-singkarak-private-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-singkarak-private-2025,idn-project-singkarak-acwa-2022-claim-86,Project announcement: ACWA Power announced a 50 MWac Singkarak floating solar project with 49 percent ACWA ownership and the balance held by Indonesia Power,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,bc951c10470a410bba95196a4c1ebf85bcaac62913b9d3d95a7406f8fd026095
IDN,events,idn-pipeline-sustainable-infrastructure-eib-2025,idn-jetp-progress-report-2025,Table 4.3-3 pp.72-73,observation-idn-pipeline-sustainable-infrastructure-eib-2025,idn-eib-ptsmi-mou-2024-claim-96,Memorandum of understanding: EIB and PT SMI signed an MoU contemplating a potential EUR 500m framework loan subject to EIB approval,line_snapshot_not_from_legacy_source,74fb460fd09e76607e3cff308f5ba2754f2ebd91b0c9b7613c1a041e7b361162,994ad5ee3467a23ca4c6c4c52bd6fb3b61e22a04b412450aed6a77b4c8b40d66
